New Allocation
SG-F0206-11
SG-F0206-12
SG-F0206-13
SG-F0206-14
SG-F0206-21
SG-F0206-22
SG-F0206-23
SG-F0206-24
SG-F0206-31
SG-F0206-32
SG-F0206-33
SG-F0206-34
SG-F0206-41
SG-F0206-42
SG-F0206-43
SG-F0206-44
SG-F0206-51
SG-F0206-52
SG-F0206-53
SG-F0206-54
SG-F0301-11
SG-F0301-12
SG-F0301-13
SG-F0301-14
SG-F0301-21
SG-F0301-22
SG-F0301-23
SG-F0301-24
SG-F0301-31
SG-F0301-32
SG-F0301-33
SG-F0301-34
SG-F0301-41
SG-F0301-42
SG-F0301-43
SG-F0301-44
SG-F0301-51
SG-F0301-52
SG-F0301-53
SG-F0301-54
SG-F0301-61
SG-F0301-62
SG-F0301-63
SG-F0301-64
SG-F0301-71
SG-F0301-72
SG-F0301-73
SG-F0301-74
SG-F0301-81
SG-F0301-82
SG-F0301-83
SG-F0301-84
SG-F0302-11
SG-F0302-12
SG-F0302-13
SG-F0302-14
SG-F0302-21
SG-F0302-22
SG-F0302-23
SG-F0302-24
SG-F0302-31
SG-F0302-32
SG-F0302-33
SG-F0302-34
SG-F0302-41
SG-F0302-42
SG-F0302-43
SG-F0302-44
SG-F0302-51
SG-F0302-52
SG-F0302-53
SG-F0302-54
SG-F0302-61
SG-F0302-62
SG-F0302-63
SG-F0302-64
SG-F0302-71
SG-F0302-72
SG-F0302-73
SG-F0302-74
SG-F0302-81
SG-F0302-82
SG-F0302-83
SG-F0302-84
SG-F0303-11
SG-F0303-12
SG-F0303-13
SG-F0303-14
SG-F0303-21
SG-F0303-22
SG-F0303-23
SG-F0303-24
SG-F0303-31
SG-F0303-32
SG-F0303-33
SG-F0303-34
SG-F0303-41
SG-F0303-42
SG-F0303-43
SG-F0303-44
SG-F0303-51
SG-F0303-52
SG-F0303-53
SG-F0303-54
SG-F0303-61
SG-F0303-62
SG-F0303-63
SG-F0303-64
SG-F0303-71
SG-F0303-72
SG-F0303-73
SG-F0303-74
SG-F0303-81
SG-F0303-82
SG-F0303-83
SG-F0303-84
SG-F0304-11
SG-F0304-12
SG-F0304-13
SG-F0304-14
SG-F0304-21
SG-F0304-22
SG-F0304-23
SG-F0304-24
SG-F0304-31
SG-F0304-32
SG-F0304-33
SG-F0304-34
SG-F0304-41
SG-F0304-42
SG-F0304-43
SG-F0304-44
SG-F0304-51
SG-F0304-52
SG-F0304-53
SG-F0304-54
SG-F0304-61
SG-F0304-62
SG-F0304-63
SG-F0304-64
SG-F0304-71
SG-F0304-72
SG-F0304-73
SG-F0304-74
SG-F0304-81
SG-F0304-82
SG-F0304-83
SG-F0304-84
SG-F0305-11
SG-F0305-12
SG-F0305-13
SG-F0305-14
SG-F0305-21
SG-F0305-22
SG-F0305-23
SG-F0305-24
SG-F0305-31
SG-F0305-32
SG-F0305-33
SG-F0305-34
SG-F0305-41
SG-F0305-42
SG-F0305-43
SG-F0305-44
SG-F0305-51
SG-F0305-52
SG-F0305-53
SG-F0305-54
SG-F0305-61
SG-F0305-62
SG-F0305-63
SG-F0305-64
SG-F0305-71
SG-F0305-72
SG-F0305-73
SG-F0305-74
SG-F0305-81
SG-F0305-82
SG-F0305-83
SG-F0305-84
SG-F0306-11
SG-F0306-12
SG-F0306-13
SG-F0306-14
SG-F0306-21
SG-F0306-22
SG-F0306-23
SG-F0306-24
SG-F0306-31
SG-F0306-32
SG-F0306-33
SG-F0306-34
SG-F0306-41
SG-F0306-42
SG-F0306-43
SG-F0306-44
SG-F0306-51
SG-F0306-52
SG-F0306-53
SG-F0306-54
SG-F0306-61
SG-F0306-62
SG-F0306-63
SG-F0306-64
SG-F0306-71
SG-F0306-72
SG-F0306-73
SG-F0306-74
SG-F0306-81
SG-F0306-82
SG-F0306-83
SG-F0306-84
SG-F0401-11
SG-F0401-12
SG-F0401-13
SG-F0401-14
SG-F0401-21
SG-F0401-22
SG-F0401-23
SG-F0401-24
SG-F0401-31
SG-F0401-32
SG-F0401-33
SG-F0401-34
SG-F0401-41
SG-F0401-42
SG-F0401-43
SG-F0401-44
SG-F0401-51
SG-F0401-52
SG-F0401-53
SG-F0401-54
SG-F0401-61
SG-F0401-62
SG-F0401-63
SG-F0401-64
SG-F0402-11
SG-F0402-12
SG-F0402-13
SG-F0402-14
SG-F0402-21
SG-F0402-22
SG-F0402-23
SG-F0402-24
SG-F0402-31
SG-F0402-32
SG-F0402-33
SG-F0402-34
SG-F0402-41
SG-F0402-42
SG-F0402-43
SG-F0402-44
SG-F0402-51
SG-F0402-52
SG-F0402-53
SG-F0402-54
SG-F0402-61
SG-F0402-62
SG-F0402-63
SG-F0402-64
SG-F0403-11
SG-F0403-12
SG-F0403-13
SG-F0403-14
SG-F0403-21
SG-F0403-22
SG-F0403-23
SG-F0403-24
SG-F0403-31
SG-F0403-32
SG-F0403-33
SG-F0403-34
SG-F0403-41
SG-F0403-42
SG-F0403-43
SG-F0403-44
SG-F0403-51
SG-F0403-52
SG-F0403-53
SG-F0403-54
SG-F0403-61
SG-F0403-62
SG-F0403-63
SG-F0403-64
SG-F0404-11
SG-F0404-12
SG-F0404-13
SG-F0404-14
SG-F0404-21
SG-F0404-22
SG-F0404-23
SG-F0404-24
SG-F0404-31
SG-F0404-32
SG-F0404-33
SG-F0404-34
SG-F0404-41
SG-F0404-42
SG-F0404-43
SG-F0404-44
SG-F0404-51
SG-F0404-52
SG-F0404-53
SG-F0404-54
SG-F0404-61
SG-F0404-62
SG-F0404-63
SG-F0404-64
SG-F0405-11
SG-F0405-12
SG-F0405-13
SG-F0405-14
SG-F0405-21
SG-F0405-22
SG-F0405-23
SG-F0405-24
SG-F0405-31
SG-F0405-32
SG-F0405-33
SG-F0405-34
SG-F0405-41
SG-F0405-42
SG-F0405-43
SG-F0405-44
SG-F0405-51
SG-F0405-52
SG-F0405-53
SG-F0405-54
SG-F0405-61
SG-F0405-62
SG-F0405-63
SG-F0405-64
SG-F0406-11
SG-F0406-12
SG-F0406-13
SG-F0406-14
SG-F0406-21
SG-F0406-22
SG-F0406-23
SG-F0406-24
SG-F0406-31
SG-F0406-32
SG-F0406-33
SG-F0406-34
SG-F0406-41
SG-F0406-42
SG-F0406-43
SG-F0406-44
SG-F0406-51
SG-F0406-52
SG-F0406-53
SG-F0406-54
SG-F0406-61
SG-F0406-62
SG-F0406-63
SG-F0406-64
SG-F0501-11
SG-F0501-12
SG-F0501-13
SG-F0501-14
SG-F0501-21
SG-F0501-22
SG-F0501-23
SG-F0501-24
SG-F0501-31
SG-F0501-32
SG-F0501-33
SG-F0501-34
SG-F0501-41
SG-F0501-42
SG-F0501-43
SG-F0501-44
SG-F0501-51
SG-F0501-52
SG-F0501-53
SG-F0501-54
SG-F0502-11
SG-F0502-12
SG-F0502-13
SG-F0502-14
SG-F0502-21
SG-F0502-22
SG-F0502-23
SG-F0502-24
SG-F0502-31
SG-F0502-32
SG-F0502-33
SG-F0502-34
SG-F0502-41
SG-F0502-42
SG-F0502-43
SG-F0502-44
SG-F0502-51
SG-F0502-52
SG-F0502-53
SG-F0502-54
SG-F0502-61
SG-F0502-62
SG-F0502-63
SG-F0502-64
SG-F0503-11
SG-F0503-12
SG-F0503-13
SG-F0503-14
SG-F0503-21
SG-F0503-22
SG-F0503-23
SG-F0503-24
SG-F0503-31
SG-F0503-32
SG-F0503-33
SG-F0503-34
SG-F0503-41
SG-F0503-42
SG-F0503-43
SG-F0503-44
SG-F0503-51
SG-F0503-52
SG-F0503-53
SG-F0503-54
SG-F0503-61
SG-F0503-62
SG-F0503-63
SG-F0503-64
SG-F0504-11
SG-F0504-12
SG-F0504-13
SG-F0504-14
SG-F0504-21
SG-F0504-22
SG-F0504-23
SG-F0504-24
SG-F0504-31
SG-F0504-32
SG-F0504-33
SG-F0504-34
SG-F0504-41
SG-F0504-42
SG-F0504-43
SG-F0504-44
SG-F0504-51
SG-F0504-52
SG-F0504-53
SG-F0504-54
SG-F0504-61
SG-F0504-62
SG-F0504-63
SG-F0504-64
SG-F0505-11
SG-F0505-12
SG-F0505-13
SG-F0505-14
SG-F0505-21
SG-F0505-22
SG-F0505-23
SG-F0505-24
SG-F0505-31
SG-F0505-32
SG-F0505-33
SG-F0505-34
SG-F0505-41
SG-F0505-42
SG-F0505-43
SG-F0505-44
SG-F0505-51
SG-F0505-52
SG-F0505-53
SG-F0505-54
SG-F0505-61
SG-F0505-62
SG-F0505-63
SG-F0505-64
SG-F0506-11
SG-F0506-12
SG-F0506-13
SG-F0506-14
SG-F0506-21
SG-F0506-22
SG-F0506-23
SG-F0506-24
SG-F0506-31
SG-F0506-32
SG-F0506-33
SG-F0506-34
SG-F0506-41
SG-F0506-42
SG-F0506-43
SG-F0506-44
SG-F0506-51
SG-F0506-52
SG-F0506-53
SG-F0506-54
SG-F0506-61
SG-F0506-62
SG-F0506-63
SG-F0506-64
SG-F0601-11
SG-F0601-12
SG-F0601-13
SG-F0601-14
SG-F0601-21
SG-F0601-22
SG-F0601-23
SG-F0601-24
SG-F0601-31
SG-F0601-32
SG-F0601-33
SG-F0601-34
SG-F0601-41
SG-F0601-42
SG-F0601-43
SG-F0601-44
SG-F0601-51
SG-F0601-52
SG-F0601-53
SG-F0601-54
SG-F0601-61
SG-F0601-62
SG-F0601-63
SG-F0601-64
SG-F0602-11
SG-F0602-12
SG-F0602-13
SG-F0602-14
SG-F0602-21
SG-F0602-22
SG-F0602-23
SG-F0602-24
SG-F0602-31
SG-F0602-32
SG-F0602-33
SG-F0602-34
SG-F0602-41
SG-F0602-42
SG-F0602-43
SG-F0602-44
SG-F0602-51
SG-F0602-52
SG-F0602-53
SG-F0602-54
SG-F0602-61
SG-F0602-62
SG-F0602-63
SG-F0602-64
SG-F0603-11
SG-F0603-12
SG-F0603-13
SG-F0603-14
SG-F0603-21
SG-F0603-22
SG-F0603-23
SG-F0603-24
SG-F0603-31
SG-F0603-32
SG-F0603-33
SG-F0603-34
SG-F0603-41
SG-F0603-42
SG-F0603-43
SG-F0603-44
SG-F0603-51
SG-F0603-52
SG-F0603-53
SG-F0603-54
SG-F0603-61
SG-F0603-62
SG-F0603-63
SG-F0603-64
SG-F0604-11
SG-F0604-12
SG-F0604-13
SG-F0604-14
SG-F0604-21
SG-F0604-22
SG-F0604-23
SG-F0604-24
SG-F0604-31
SG-F0604-32
SG-F0604-33
SG-F0604-34
SG-F0604-41
SG-F0604-42
SG-F0604-43
SG-F0604-44
SG-F0604-51
SG-F0604-52
SG-F0604-53
SG-F0604-54
SG-F0604-61
SG-F0604-62
SG-F0604-63
SG-F0604-64
SG-F0605-11
SG-F0605-12
SG-F0605-13
SG-F0605-14
SG-F0605-21
SG-F0605-22
SG-F0605-23
SG-F0605-24
SG-F0605-31
SG-F0605-32
SG-F0605-33
SG-F0605-34
SG-F0605-41
SG-F0605-42
SG-F0605-43
SG-F0605-44
SG-F0605-51
SG-F0605-52
SG-F0605-53
SG-F0605-54
SG-F0605-61
SG-F0605-62
SG-F0605-63
SG-F0605-64
SG-F0606-11
SG-F0606-12
SG-F0606-13
SG-F0606-14
SG-F0606-21
SG-F0606-22
SG-F0606-23
SG-F0606-24
SG-F0606-31
SG-F0606-32
SG-F0606-33
SG-F0606-34
SG-F0606-41
SG-F0606-42
SG-F0606-43
SG-F0606-44
SG-F0606-51
SG-F0606-52
SG-F0606-53
SG-F0606-54
SG-F0606-61
SG-F0606-62
SG-F0606-63
SG-F0606-64
SG-M0101-11
SG-M0102-11
SG-M0103-11
SG-M0104-11
SG-M0105-11
SG-M0106-11
SG-M0107-11
SG-M0108-11
SG-M0109-11
SG-M0110-11
SG-M0201-11
SG-M0202-11
SG-M0203-11
SG-M0204-11
SG-M0205-11
SG-M0206-11
SG-M0207-11
SG-M0208-11
SG-M0209-11
SG-M0210-11
SG-M0301-11
SG-M0302-11
SG-M0303-11
SG-M0304-11
SG-M0305-11
SG-M0306-11
SG-M0307-11
SG-M0308-11
SG-M0309-11
SG-M0310-11
SG-M0401-11
SG-M0402-11
SG-M0403-11
SG-M0404-11
SG-M0405-11
SG-M0406-11
SG-M0407-11
SG-M0408-11
SG-M0409-11
SG-M0410-11
SG-M0501-11
SG-M0502-11
SG-M0503-11
SG-M0504-11
SG-M0505-11
SG-M0506-11
SG-M0507-11
SG-M0508-11
SG-M0509-11
SG-M0510-11
SG-M0601-11
SG-M0602-11
SG-M0603-11
SG-M0604-11
SG-M0605-11
SG-M0606-11
SG-M0607-11
SG-M0608-11
SG-M0609-11
SG-M0610-11
SG-M0701-11
SG-M0702-11
SG-M0703-11
SG-M0704-11
SG-M0705-11
SG-M0706-11
SG-M0707-11
SG-M0708-11
SG-M0709-11
SG-M0710-11
SG-M0801-11
SG-M0802-11
SG-M0803-11
SG-M0804-11
SG-M0805-11
SG-M0806-11
SG-M0807-11
SG-M0808-11
SG-M0809-11
SG-M0810-11
SG-M0901-11
SG-M0902-11
SG-M0903-11
SG-M0904-11
SG-M0905-11
SG-M0906-11
SG-M0907-11
SG-M0908-11
SG-M0909-11
SG-M0910-11
SG-M1001-11
SG-M1002-11
SG-M1003-11
SG-M1004-11
SG-M1005-11
SG-M1006-11
SG-M1007-11
SG-M1008-11
SG-M1009-11
SG-M1010-11
SG-M1101-11
SG-M1102-11
SG-M1103-11
SG-M1104-11
SG-M1105-11
SG-M1106-11
SG-M1107-11
SG-M1108-11
SG-M1109-11
SG-M1110-11
SG-M1201-11
SG-M1202-11
SG-M1203-11
SG-M1204-11
SG-M1205-11
SG-M1206-11
SG-M1207-11
SG-M1208-11
SG-M1209-11
SG-M1210-11
SG-M1301-11
SG-M1302-11
SG-M1303-11
SG-M1304-11
SG-M1305-11
SG-M1306-11
SG-M1307-11
SG-M1308-11
SG-M1309-11
SG-M1310-11
SG-M1401-11
SG-M1402-11
SG-M1403-11
SG-M1404-11
SG-M1405-11
SG-M1406-11
SG-M1407-11
SG-M1408-11
SG-M1409-11
SG-M1410-11
SG-M1501-11
SG-M1502-11
SG-M1503-11
SG-M1504-11
SG-M1505-11
SG-M1506-11
SG-M1507-11
SG-M1508-11
SG-M1509-11
SG-M1510-11
SG-M1601-11
SG-M1602-11
SG-M1603-11
SG-M1604-11
SG-M1605-11
SG-M1606-11
SG-M1607-11
SG-M1608-11
SG-M1609-11
SG-M1610-11
SG-M1701-11
SG-M1702-11
SG-M1703-11
SG-M1704-11
SG-M1705-11
SG-M1706-11
SG-M1707-11
SG-M1708-11
SG-M1709-11
SG-M1710-11
SG-M1801-11
SG-M1802-11
SG-M1803-11
SG-M1804-11
SG-M1805-11
SG-M1806-11
SG-M1807-11
SG-M1808-11
SG-M1809-11
SG-M1810-11
SG-M1901-11
SG-M1902-11
SG-M1903-11
SG-M1904-11
SG-M1905-11
SG-M1906-11
SG-M1907-11
SG-M1908-11
SG-M1909-11
SG-M1910-11
SG-M2001-11
SG-M2002-11
SG-M2003-11
SG-M2004-11
SG-M2005-11
SG-M2006-11
SG-M2007-11
SG-M2008-11
SG-M2009-11
SG-M2010-11
SG-M2101-11
SG-M2102-11
SG-M2103-11
SG-M2104-11
SG-M2105-11
SG-M2106-11
SG-M2107-11
SG-M2108-11
SG-M2109-11
SG-M2110-11
SG-M2201-11
SG-M2202-11
SG-M2203-11
SG-M2204-11
SG-M2205-11
SG-M2206-11
SG-M2207-11
SG-M2208-11
SG-M2209-11
SG-M2210-11
SG-M2301-11
SG-M2302-11
SG-M2303-11
SG-M2304-11
SG-M2305-11
SG-M2306-11
SG-M2307-11
SG-M2308-11
SG-M2309-11
SG-M2310-11
SG-M2401-11
SG-M2402-11
SG-M2403-11
SG-M2404-11
SG-M2405-11
SG-M2406-11
SG-M2407-11
SG-M2408-11
SG-M2409-11
SG-M2410-11
SG-M2501-11
SG-M2502-11
SG-M2503-11
SG-M2504-11
SG-M2505-11
SG-M2506-11
SG-M2507-11
SG-M2508-11
SG-M2509-11
SG-M2510-11
SG-M2601-11
SG-M2602-11
SG-M2603-11
SG-M2604-11
SG-M2605-11
SG-M2606-11
SG-M2607-11
SG-M2608-11
SG-M2609-11
SG-M2610-11
SG-M2701-11
SG-M2702-11
SG-M2703-11
SG-M2704-11
SG-M2705-11
SG-M2706-11
SG-M2707-11
SG-M2708-11
SG-M2709-11
SG-M2710-11
SG-M2801-11
SG-M2802-11
SG-M2803-11
SG-M2804-11
SG-M2805-11
SG-M2806-11
SG-M2807-11
SG-M2808-11
SG-M2809-11
SG-M2810-11
SG-M2901-11
SG-M2902-11
SG-M2903-11
SG-M2904-11
SG-M2905-11
SG-M2906-11
SG-M2907-11
SG-M2908-11
SG-M2909-11
SG-M2910-11
SG-M3001-11
SG-M3002-11
SG-M3003-11
SG-M3004-11
SG-M3005-11
SG-M3006-11
SG-M3007-11
SG-M3008-11
SG-M3009-11
SG-M3010-11
